seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	43604058	43604116	59	*	X0669	100652772	43573287	43603332	30046	-	725	upstream	725	NNT-AS1
chr5	54529659	54529725	67	*	X0675	10309	54526981	54529508	2528	-	150	upstream	150	CCNO
chr5	60626735	60626781	47	*	X0679	57688	60628100	60841999	213900	+	1318	upstream	1318	ZSWIM6
chr5	65220790	65220803	14	*	X0682	55914	65222382	65376851	154470	+	1578	upstream	1578	ERBIN
chr5	72416356	72416375	20	*	X0684	134285	72416388	72427644	11257	+	12	upstream	12	TMEM171
chr5	72416497	72416527	31	*	X0685	134285	72416388	72427644	11257	+	0	inside	108	TMEM171
chr5	72416616	72416664	49	*	X0686	134285	72416388	72427644	11257	+	0	inside	227	TMEM171
chr5	72922056	72922137	82	*	X0691	64283	72921983	73237818	315836	+	0	inside	72	ARHGEF28
chr5	73935734	73935792	59	*	X0694	3074	73935848	74017113	81266	+	55	upstream	55	HEXB
chr5	75378976	75379309	334	*	X0695	22987	75379305	75621416	242112	+	0	overlapStart	0	SV2C
chr5	83017870	83017972	103	*	X0705	1404	82934017	83016896	82880	-	973	upstream	973	HAPLN1
chr5	92917644	92917749	106	*	X0711	441094	92745065	92917003	171939	-	640	upstream	640	NR2F1-AS1
chr5	92917644	92917749	106	*	X0711	7025	92919043	92929786	10744	+	1293	upstream	1293	NR2F1
chr5	111755547	111755547	1	*	X0713	54508	111755280	111756677	1398	+	0	inside	266	EPB41L4A-DT
chr5	111755547	111755547	1	*	X0713	64097	111478138	111755010	276873	-	536	upstream	536	EPB41L4A
chr5	119799772	119799883	112	*	X0716	51334	119800019	120022964	222946	+	135	upstream	135	PRR16
chr5	119799896	119800090	195	*	X0717	51334	119800019	120022964	222946	+	0	overlapStart	0	PRR16
chr5	121413876	121414229	354	*	X0719	4015	121398890	121414055	15166	-	0	overlapStart	0	LOX
chr5	122424899	122425240	342	*	X0720	93166	122424841	122523745	98905	+	0	inside	57	PRDM6
chr5	129240476	129240692	217	*	X0724	337876	129240523	129522327	281805	+	0	overlapStart	0	CHSY3
chr5	129240820	129240854	35	*	X0725	337876	129240523	129522327	281805	+	0	inside	296	CHSY3
chr5	132083393	132083408	16	*	X0728	645121	132083137	132089856	6720	+	0	inside	255	CCNI2
chr5	132113595	132113617	23	*	X0729	23176	132086509	132113561	27053	-	33	upstream	33	SEPTIN8
chr5	132149310	132149613	304	*	X0730	134548	132149033	132152489	3457	+	0	inside	276	SOWAHA
chr5	134914644	134914847	204	*	X0736	9547	134906371	134914969	8599	-	0	inside	121	CXCL14
chr5	135170269	135170292	24	*	X0737	153328	135170365	135224326	53962	+	72	upstream	72	SLC25A48
chr5	135170420	135170438	19	*	X0738	153328	135170365	135224326	53962	+	0	inside	54	SLC25A48
chr5	145214886	145214925	40	*	X0746	153768	145138582	145214899	76318	-	0	overlapStart	0	PRELID2
chr5	146889711	146889716	6	*	X0747	1809	146770371	146889619	119249	-	91	upstream	91	DPYSL3
chr5	146889780	146889790	11	*	X0748	1809	146770371	146889619	119249	-	160	upstream	160	DPYSL3
chr5	146889838	146889863	26	*	X0749	1809	146770371	146889619	119249	-	218	upstream	218	DPYSL3
chr5	148520817	148520832	16	*	X0750	22885	148521054	148640001	118948	+	221	upstream	221	ABLIM3
chr5	149546051	149546101	51	*	X0755	1044	149546344	149564121	17778	+	242	upstream	242	CDX1
chr5	149546290	149546326	37	*	X0756	1044	149546344	149564121	17778	+	17	upstream	17	CDX1
chr5	149546388	149546427	40	*	X0757	1044	149546344	149564121	17778	+	0	inside	43	CDX1
chr5	172199552	172199664	113	*	X0762	1843	172195093	172198203	3111	-	1348	upstream	1348	DUSP1
chr5	174178278	174178463	186	*	X0767	100616202	174178737	174178790	54	+	273	upstream	273	MIR4634
chr5	174871477	174871490	14	*	X0768	1812	174867675	174871163	3489	-	313	upstream	313	DRD1
chr5	175625978	175626046	69	*	X0769	643201	175570088	175626298	56211	-	0	inside	251	LOC643201
chr5	175626225	175626329	105	*	X0770	643201	175570088	175626298	56211	-	0	overlapStart	0	LOC643201
chr5	175792622	175793225	604	*	X0771	285598	175792502	175800503	8002	+	0	inside	119	ARL10
chr5	176829400	176829627	228	*	X0775	345456	176827108	176827637	530	-	1762	upstream	1762	PFN3
chr5	179499242	179499515	274	*	X0780	55819	179382474	179499109	116636	-	132	upstream	132	RNF130
chr5	180633711	180633848	138	*	X0785	81786	180620924	180632177	11254	-	1533	upstream	1533	TRIM7
chr6	3457939	3457963	25	*	X0787	63027	3269207	3456793	187587	-	1145	upstream	1145	SLC22A23
chr6	3457977	3458029	53	*	X0788	63027	3269207	3456793	187587	-	1183	upstream	1183	SLC22A23
chr6	3458232	3458243	12	*	X0789	63027	3269207	3456793	187587	-	1438	upstream	1438	SLC22A23
chr6	3458322	3458368	47	*	X0790	63027	3269207	3456793	187587	-	1528	upstream	1528	SLC22A23
chr6	7541425	7541449	25	*	X0793	1832	7541870	7586946	45077	+	420	upstream	420	DSP
chr6	7541475	7541486	12	*	X0794	1832	7541870	7586946	45077	+	383	upstream	383	DSP
chr6	7541535	7541539	5	*	X0795	1832	7541870	7586946	45077	+	330	upstream	330	DSP
chr6	7726837	7726854	18	*	X0796	654	7727011	7881961	154951	+	156	upstream	156	BMP6
chr6	7726866	7727045	180	*	X0797	654	7727011	7881961	154951	+	0	overlapStart	0	BMP6
chr6	10411834	10412104	271	*	X0807	100130275	10412551	10416402	3852	+	446	upstream	446	TFAP2A-AS1
chr6	11044055	11044215	161	*	X0808	100506409	11043991	11079377	35387	+	0	inside	63	ELOVL2-AS1
chr6	11044425	11044450	26	*	X0809	54898	10980993	11044624	63632	-	0	inside	173	ELOVL2
chr6	11044550	11044566	17	*	X0810	54898	10980993	11044624	63632	-	0	inside	57	ELOVL2
chr6	11044842	11044935	94	*	X0811	54898	10980993	11044624	63632	-	217	upstream	217	ELOVL2
chr6	11044954	11044975	22	*	X0812	54898	10980993	11044624	63632	-	329	upstream	329	ELOVL2
chr6	16238682	16238811	130	*	X0813	2766	16238811	16295780	56970	+	0	overlapStart	0	GMPR
chr6	17102178	17102203	26	*	X0814	401236	17102489	17131603	29115	+	285	upstream	285	STMND1
chr6	17102240	17102258	19	*	X0815	401236	17102489	17131603	29115	+	230	upstream	230	STMND1
chr6	17102298	17102583	286	*	X0816	401236	17102489	17131603	29115	+	0	overlapStart	0	STMND1
chr6	17102608	17102657	50	*	X0817	401236	17102489	17131603	29115	+	0	inside	118	STMND1
chr6	17281500	17281535	36	*	X0818	221662	17281809	17294099	12291	+	273	upstream	273	RBM24
chr6	25652680	25652760	81	*	X0825	10590	25652429	25702008	49580	+	0	inside	250	SCGN
chr6	36807798	36807837	40	*	X0842	57699	36708555	36807220	98666	-	577	upstream	577	CPNE5
chr6	36807859	36808032	174	*	X0843	57699	36708555	36807220	98666	-	638	upstream	638	CPNE5
chr6	37665836	37665915	80	*	X0845	266727	37600284	37665766	65483	-	69	upstream	69	MDGA1
chr6	37665930	37666115	186	*	X0846	266727	37600284	37665766	65483	-	163	upstream	163	MDGA1
chr6	43197237	43197300	64	*	X0848	10591	43193367	43197211	3845	-	25	upstream	25	DNPH1
chr6	82463037	82463204	168	*	X0861	55603	82455447	82462428	6982	-	608	upstream	608	TENT5A
chr6	88875433	88875549	117	*	X0863	1268	88849585	88875767	26183	-	0	inside	217	CNR1
chr6	89828105	89828129	25	*	X0864	135295	89805678	89827800	22123	-	304	upstream	304	SRSF12
chr6	90122251	90122338	88	*	X0865	58528	90074335	90121995	47661	-	255	upstream	255	RRAGD
chr6	100912493	100912645	153	*	X0869	6492	100836750	100912805	76056	-	0	inside	159	SIM1
chr6	100912658	100912774	117	*	X0870	6492	100836750	100912805	76056	-	0	inside	30	SIM1
chr6	106534116	106534165	50	*	X0875	639	106534195	106557814	23620	+	29	upstream	29	PRDM1
chr6	106534209	106534443	235	*	X0876	639	106534195	106557814	23620	+	0	inside	13	PRDM1
chr6	110300033	110300043	11	*	X0878	2830	110300298	110301924	1627	+	254	upstream	254	GPR6
chr6	111803413	111803426	14	*	X0879	643749	111804675	111923497	118823	+	1248	upstream	1248	TRAF3IP2-AS1
chr6	124125318	124125392	75	*	X0886	154215	124125069	125146786	1021718	+	0	inside	248	NKAIN2
chr6	125474792	125474822	31	*	X0887	7164	125474879	125584644	109766	+	56	upstream	56	TPD52L1
chr6	125474944	125475018	75	*	X0888	7164	125474879	125584644	109766	+	0	inside	64	TPD52L1
chr6	125475057	125475073	17	*	X0889	7164	125474879	125584644	109766	+	0	inside	177	TPD52L1
chr6	137113768	137113815	48	*	X0896	4217	136878187	137113656	235470	-	111	upstream	111	MAP3K5
chr6	142622906	142623084	179	*	X0897	57211	142623056	142767403	144348	+	0	overlapStart	0	ADGRG6
chr6	144328962	144329897	936	*	X0898	57061	144324034	144329867	5834	-	0	overlapStart	0	HYMAI
chr6	150284932	150285271	340	*	X0901	80329	150285143	150294846	9704	+	0	overlapStart	0	ULBP1
chr6	150285294	150285320	27	*	X0902	80329	150285143	150294846	9704	+	0	inside	150	ULBP1
chr6	166401450	166401469	20	*	X0906	90632	166337536	166401527	63992	-	0	inside	57	LINC00473
chr6	166401485	166401554	70	*	X0907	90632	166337536	166401527	63992	-	0	overlapStart	0	LINC00473
chr6	166722080	166722129	50	*	X0909	285800	166719168	166721871	2704	-	208	upstream	208	PRR18
chr6	167276609	167276634	26	*	X0910	6196	166822854	167275771	452918	-	837	upstream	837	RPS6KA2
chr7	3340374	3340430	57	*	X0917	221935	3341080	4308631	967552	+	649	upstream	649	SDK1
chr7	12610132	12610543	412	*	X0921	85477	12610203	12693228	83026	+	0	overlapStart	0	SCIN
chr7	15726393	15726475	83	*	X0922	4223	15650837	15726308	75472	-	84	upstream	84	MEOX2
chr7	23636770	23636848	79	*	X0925	90693	23636998	23684327	47330	+	149	upstream	149	CCDC126
chr7	32338365	32338788	424	*	X0933	5137	31792632	32338383	545752	-	0	overlapStart	0	PDE1C
chr7	32338802	32338816	15	*	X0934	5137	31792632	32338383	545752	-	418	upstream	418	PDE1C
chr7	35225797	35226005	209	*	X0939	554236	35120899	35225774	104876	-	22	upstream	22	DPY19L2P1
chr7	35226251	35226515	265	*	X0940	554236	35120899	35225774	104876	-	476	upstream	476	DPY19L2P1
chr7	69062326	69062345	20	*	X0954	26053	69063905	70257885	1193981	+	1559	upstream	1559	AUTS2
chr7	69062910	69062926	17	*	X0955	26053	69063905	70257885	1193981	+	978	upstream	978	AUTS2
chr7	84816455	84816549	95	*	X0961	223117	84624872	84816171	191300	-	283	upstream	283	SEMA3D
chr7	87257339	87257547	209	*	X0963	154661	87257729	87461613	203885	+	181	upstream	181	RUNDC3B
chr7	87257974	87258278	305	*	X0964	154661	87257729	87461613	203885	+	0	inside	244	RUNDC3B
chr7	87936084	87936205	122	*	X0966	79689	87905744	87936228	30485	-	0	inside	22	STEAP4
chr7	87936246	87936307	62	*	X0967	79689	87905744	87936228	30485	-	17	upstream	17	STEAP4
chr7	90893562	90893564	3	*	X0968	8321	90893783	90898132	4350	+	218	upstream	218	FZD1
chr7	99775378	99775586	209	*	X0973	10734	99775538	99812010	36473	+	0	overlapStart	0	STAG3
chr7	99775378	99775586	209	*	X0973	221914	99767229	99774990	7762	-	387	upstream	387	GPC2
chr7	100025749	100025851	103	*	X0974	56257	100026413	100031749	5337	+	561	upstream	561	MEPCE
chr7	100203427	100203496	70	*	X0975	100129845	100187024	100201661	14638	-	1765	upstream	1765	PCOLCE-AS1
chr7	100253906	100254019	114	*	X0976	51412	100240726	100254084	13359	-	0	inside	64	ACTL6B
chr7	100808746	100808848	103	*	X0977	7425	100805790	100808852	3063	-	0	inside	3	VGF
chr7	100845007	100845257	251	*	X0978	346606	100839013	100844302	5290	-	704	upstream	704	MOGAT3
chr7	100845271	100845289	19	*	X0979	346606	100839013	100844302	5290	-	968	upstream	968	MOGAT3
chr7	101457582	101457704	123	*	X0981	1523	101459184	101927250	468067	+	1479	upstream	1479	CUX1
chr7	102920827	102921148	322	*	X0982	349152	102815462	102920913	105452	-	0	overlapStart	0	DPY19L2P2
chr7	103629733	103629789	57	*	X0983	5649	103112231	103629963	517733	-	0	inside	173	RELN
chr7	113726250	113726477	228	*	X0987	93986	113726365	114333827	607463	+	0	overlapStart	0	FOXP2
chr7	116963064	116963137	74	*	X0989	7472	116916686	116963343	46658	-	0	inside	205	WNT2
chr7	116963174	116963423	250	*	X0990	7472	116916686	116963343	46658	-	0	overlapStart	0	WNT2
chr7	116963438	116963587	150	*	X0991	7472	116916686	116963343	46658	-	94	upstream	94	WNT2
chr7	116964231	116964262	32	*	X0992	7472	116916686	116963343	46658	-	887	upstream	887	WNT2
chr7	116964812	116964827	16	*	X0993	7472	116916686	116963343	46658	-	1468	upstream	1468	WNT2
chr7	120628649	120628895	247	*	X0994	79974	120628751	120937498	308748	+	0	overlapStart	0	CPED1
chr7	121945013	121945157	145	*	X0995	389549	121941448	121944565	3118	-	447	upstream	447	FEZF1
chr7	121945731	121945743	13	*	X0996	389549	121941448	121944565	3118	-	1165	upstream	1165	FEZF1
chr7	121945762	121945798	37	*	X0997	389549	121941448	121944565	3118	-	1196	upstream	1196	FEZF1
chr7	128578066	128578096	31	*	X1001	3663	128577769	128590088	12320	+	0	inside	296	IRF5
chr7	129142256	129142294	39	*	X1003	100287482	129142320	129152773	10454	+	25	upstream	25	SMKR1
chr7	129142326	129142348	23	*	X1004	100287482	129142320	129152773	10454	+	0	inside	5	SMKR1
chr7	129142384	129142473	90	*	X1005	100287482	129142320	129152773	10454	+	0	inside	63	SMKR1
chr7	129142532	129142547	16	*	X1006	100287482	129142320	129152773	10454	+	0	inside	211	SMKR1
chr7	137531515	137531584	70	*	X1008	9162	137074385	137531609	457225	-	0	inside	24	DGKI
chr7	137531597	137531895	299	*	X1009	9162	137074385	137531609	457225	-	0	overlapStart	0	DGKI
chr7	139478088	139478218	131	*	X1010	28996	139246316	139477693	231378	-	394	upstream	394	HIPK2
chr7	139478088	139478218	131	*	X1010	6916	139478047	139720125	242079	+	0	inside	40	TBXAS1
chr7	140772135	140772539	405	*	X1015	100507421	140774032	141180179	406148	+	1492	upstream	1492	TMEM178B
chr7	140772695	140772710	16	*	X1016	100507421	140774032	141180179	406148	+	1321	upstream	1321	TMEM178B
chr7	140773137	140773203	67	*	X1017	100507421	140774032	141180179	406148	+	828	upstream	828	TMEM178B
chr7	149411445	149411468	24	*	X1018	84626	149412102	149431664	19563	+	633	upstream	633	KRBA1
chr7	149411485	149411500	16	*	X1019	84626	149412102	149431664	19563	+	601	upstream	601	KRBA1
chr7	150864716	150864749	34	*	X1021	2636	150845676	150864867	19192	-	0	inside	117	GBX1
chr7	150865515	150865564	50	*	X1022	2636	150845676	150864867	19192	-	647	upstream	647	GBX1
chr7	150865268	150865463	196	*	X1023	2636	150845676	150864867	19192	-	400	upstream	400	GBX1
chr7	150974258	150974621	364	*	X1027	6604	150936059	150974231	38173	-	26	upstream	26	SMARCD3
chr7	151107863	151107955	93	*	X1028	349136	151078207	151107740	29534	-	122	upstream	122	WDR86
chr7	154862042	154862113	72	*	X1029	3361	154862034	154879102	17069	+	0	inside	7	HTR5A
chr7	154862849	154863105	257	*	X1030	100128264	154858779	154863267	4489	-	0	inside	161	HTR5A-AS1
chr7	154863118	154863168	51	*	X1031	100128264	154858779	154863267	4489	-	0	inside	98	HTR5A-AS1
chr7	155604849	155604920	72	*	X1037	6469	155592736	155604967	12232	-	0	inside	46	SHH
chr7	156432583	156432598	16	*	X1038	140545	156433353	156469820	36468	+	754	upstream	754	RNF32
chr7	156432639	156432658	20	*	X1039	140545	156433353	156469820	36468	+	694	upstream	694	RNF32
chr7	156433061	156433094	34	*	X1040	129790	156431060	156433348	2289	-	0	inside	253	NA
chr7	156433061	156433094	34	*	X1040	140545	156433353	156469820	36468	+	258	upstream	258	RNF32
chr7	156802900	156803152	253	*	X1041	3110	156786745	156803347	16603	-	0	inside	194	MNX1
chr7	156802900	156803152	253	*	X1041	645249	156803551	156809118	5568	+	398	upstream	398	MNX1-AS1
chr7	158381256	158381292	37	*	X1044	5799	157331750	158380482	1048733	-	773	upstream	773	PTPRN2
chr8	22298324	22298416	93	*	X1052	5533	22298483	22398657	100175	+	66	upstream	66	PPP3CC
chr8	22408644	22408864	221	*	X1053	10174	22409251	22433008	23758	+	386	upstream	386	SORBS3
chr8	24814281	24814305	25	*	X1057	4747	24808469	24814383	5915	-	0	inside	77	NEFL
chr8	31497041	31497052	12	*	X1063	3084	31496911	32622558	1125648	+	0	inside	129	NRG1
chr8	37654207	37654250	44	*	X1065	25960	37654401	37701504	47104	+	150	upstream	150	ADGRA2
chr8	38089017	38089034	18	*	X1066	23259	38089009	38120287	31279	+	0	inside	7	DDHD2
chr8	38089083	38089114	32	*	X1067	23259	38089009	38120287	31279	+	0	inside	73	DDHD2
chr8	38831585	38831762	178	*	X1068	203100	38831668	38846181	14514	+	0	overlapStart	0	HTRA4
chr8	38831847	38832015	169	*	X1069	203100	38831668	38846181	14514	+	0	inside	178	HTRA4
chr8	54164002	54164144	143	*	X1079	4986	54138276	54164194	25919	-	0	inside	49	OPRK1
chr8	63998524	63998774	251	*	X1083	7274	63972048	63998612	26565	-	0	overlapStart	0	TTPA
chr8	63998811	63998830	20	*	X1084	7274	63972048	63998612	26565	-	198	upstream	198	TTPA
chr8	67874037	67874551	515	*	X1086	100129654	67858736	67874825	16090	-	0	inside	273	TCF24
chr8	67874577	67874888	312	*	X1087	100129654	67858736	67874825	16090	-	0	overlapStart	0	TCF24
chr8	69242850	69242863	14	*	X1088	116328	69242957	69731258	488302	+	93	upstream	93	C8orf34
chr8	70747171	70747282	112	*	X1091	81796	70584568	70747299	162732	-	0	inside	16	SLCO5A1
chr8	71581773	71581782	10	*	X1092	389668	71581600	71648177	66578	+	0	inside	172	XKR9
chr8	71581773	71581782	10	*	X1092	51110	71549501	71581447	31947	-	325	upstream	325	LACTB2
chr8	71581805	71581821	17	*	X1093	389668	71581600	71648177	66578	+	0	inside	204	XKR9
chr8	71581805	71581821	17	*	X1093	51110	71549501	71581447	31947	-	357	upstream	357	LACTB2
chr8	72987531	72987553	23	*	X1095	8989	72933486	72987819	54334	-	0	inside	265	TRPA1
chr8	72988086	72988121	36	*	X1096	8989	72933486	72987819	54334	-	266	upstream	266	TRPA1
chr8	73163598	73163690	93	*	X1097	392232	73117534	73163869	46336	-	0	inside	178	LOC392232
chr8	74207753	74207888	136	*	X1098	6129	74202874	74205869	2996	-	1883	upstream	1883	RPL7
chr8	99076506	99076530	25	*	X1108	203111	99076750	99105838	29089	+	219	upstream	219	ERICH5
chr8	99076637	99076745	109	*	X1109	203111	99076750	99105838	29089	+	4	upstream	4	ERICH5
chr8	99076765	99076899	135	*	X1110	203111	99076750	99105838	29089	+	0	inside	14	ERICH5
chr8	99439010	99439064	55	*	X1114	3788	99439250	99443023	3774	+	185	upstream	185	KCNS2
chr8	99439146	99439319	174	*	X1115	3788	99439250	99443023	3774	+	0	overlapStart	0	KCNS2
chr8	106331276	106331367	92	*	X1119	23414	106331147	106816767	485621	+	0	inside	128	ZFPM2
chr8	106331381	106331402	22	*	X1120	23414	106331147	106816767	485621	+	0	inside	233	ZFPM2
chr8	106331414	106331520	107	*	X1121	23414	106331147	106816767	485621	+	0	inside	266	ZFPM2
chr8	110704252	110704268	17	*	X1128	55638	110586405	110704020	117616	-	231	upstream	231	SYBU
chr8	110704300	110704315	16	*	X1129	55638	110586405	110704020	117616	-	279	upstream	279	SYBU
chr8	110987786	110987822	37	*	X1130	27012	110979233	110988076	8844	-	0	inside	253	KCNV1
chr8	110988033	110988054	22	*	X1131	27012	110979233	110988076	8844	-	0	inside	21	KCNV1
chr8	120220070	120220107	38	*	X1132	114569	120220610	120257914	37305	+	502	upstream	502	MAL2
chr8	121135975	121135985	11	*	X1133	7373	121137347	121384273	246927	+	1361	upstream	1361	COL14A1
chr8	121136058	121136106	49	*	X1134	7373	121137347	121384273	246927	+	1240	upstream	1240	COL14A1
chr8	121824318	121824389	72	*	X1135	6641	121547985	121824309	276325	-	8	upstream	8	SNTB1
chr8	121824530	121824543	14	*	X1136	6641	121547985	121824309	276325	-	220	upstream	220	SNTB1
chr8	121824612	121824638	27	*	X1137	6641	121547985	121824309	276325	-	302	upstream	302	SNTB1
chr8	122651459	122651729	271	*	X1138	594842	122651586	122657564	5979	+	0	overlapStart	0	HAS2-AS1
chr8	124553278	124553328	51	*	X1140	114907	124510127	124553493	43367	-	0	inside	164	FBXO32
chr8	125740641	125740945	305	*	X1143	9788	125563028	125740730	177703	-	0	overlapStart	0	MTSS1
chr8	134309318	134309336	19	*	X1145	10397	134249414	134309547	60134	-	0	inside	210	NDRG1
chr8	134309371	134309392	22	*	X1146	10397	134249414	134309547	60134	-	0	inside	154	NDRG1
chr8	143807879	143807979	101	*	X1152	51337	143808621	143818350	9730	+	641	upstream	641	THEM6
chr8	143808343	143808391	49	*	X1153	100288181	143783670	143808391	24722	-	0	inside	0	LNCOC1
chr8	143808343	143808391	49	*	X1153	51337	143808621	143818350	9730	+	229	upstream	229	THEM6
chr8	143808779	143809007	229	*	X1154	100288181	143783670	143808391	24722	-	387	upstream	387	LNCOC1
chr8	143808779	143809007	229	*	X1154	51337	143808621	143818350	9730	+	0	inside	157	THEM6
chr8	143809284	143809305	22	*	X1155	100288181	143783670	143808391	24722	-	892	upstream	892	LNCOC1
chr9	4489985	4489996	12	*	X1168	6505	4490427	4587469	97043	+	430	upstream	430	SLC1A1
chr9	21559226	21559526	301	*	X1173	554202	21454267	21559697	105431	-	0	inside	170	MIR31HG
chr9	21560031	21560042	12	*	X1174	554202	21454267	21559697	105431	-	333	upstream	333	MIR31HG
chr9	21994210	21994462	253	*	X1175	100048912	21994790	22121093	126304	+	327	upstream	327	CDKN2B-AS1
chr9	21994210	21994462	253	*	X1175	1029	21967751	21994490	26740	-	0	inside	27	CDKN2A
chr9	21994639	21994756	118	*	X1176	100048912	21994790	22121093	126304	+	33	upstream	33	CDKN2B-AS1
chr9	21994639	21994756	118	*	X1176	1029	21967751	21994490	26740	-	148	upstream	148	CDKN2A
chr9	34457237	34457524	288	*	X1177	27019	34458811	34520982	62172	+	1286	upstream	1286	DNAI1
chr9	36136780	36136799	20	*	X1179	152007	36136742	36163903	27162	+	0	inside	37	GLIPR2
chr9	37079360	37079533	174	*	X1181	100506710	37079893	37090398	10506	+	359	upstream	359	EBLN3P
chr9	37592619	37592755	137	*	X1182	401505	37582643	37592636	9994	-	0	overlapStart	0	TOMM5
chr9	38621657	38621671	15	*	X1183	253650	38543236	38620360	77125	-	1296	upstream	1296	ANKRD18A
chr9	38621683	38621717	35	*	X1184	253650	38543236	38620360	77125	-	1322	upstream	1322	ANKRD18A
chr9	38621740	38621777	38	*	X1185	253650	38543236	38620360	77125	-	1379	upstream	1379	ANKRD18A
chr9	66494253	66494543	291	*	X1193	442421	66496470	66503027	6558	+	1926	upstream	1926	PTGER4P2-CDK2AP2P2
chr9	69148346	69148417	72	*	X1197	595135	69080244	69147854	67611	-	491	upstream	491	PGM5P2
chr9	79521530	79521600	71	*	X1200	158471	79226292	79521003	294712	-	526	upstream	526	PRUNE2
chr9	85678398	85678435	38	*	X1203	158158	85594500	85678043	83544	-	354	upstream	354	RASEF
chr9	86153155	86153274	120	*	X1204	257019	85857905	86153348	295444	-	0	inside	73	FRMD3
chr9	87283279	87283333	55	*	X1205	4915	87283466	87638505	355040	+	132	upstream	132	NTRK2
chr9	87283388	87283415	28	*	X1206	4915	87283466	87638505	355040	+	50	upstream	50	NTRK2
chr9	91794980	91794993	14	*	X1209	53358	91620686	91793682	172997	-	1297	upstream	1297	SHC3
chr9	91795014	91795026	13	*	X1210	53358	91620686	91793682	172997	-	1331	upstream	1331	SHC3
chr9	93405053	93405240	188	*	X1211	54769	93372114	93405108	32995	-	0	overlapStart	0	DIRAS2
chr9	93405259	93405364	106	*	X1212	54769	93372114	93405108	32995	-	150	upstream	150	DIRAS2
chr9	93405399	93405432	34	*	X1213	54769	93372114	93405108	32995	-	290	upstream	290	DIRAS2
chr9	93563635	93563647	13	*	X1214	6850	93564012	93660842	96831	+	364	upstream	364	SYK
chr9	94186728	94186766	39	*	X1219	4783	94171327	94186144	14818	-	583	upstream	583	NFIL3
chr9	94712116	94712215	100	*	X1222	4920	94325373	94712444	387072	-	0	inside	228	ROR2
chr9	94903572	94903782	211	*	X1223	158314	94903749	94921890	18142	+	0	overlapStart	0	LINC00475
chr9	95570854	95570910	57	*	X1224	138649	95571893	95650975	79083	+	982	upstream	982	ANKRD19P
chr9	95571133	95571145	13	*	X1225	138649	95571893	95650975	79083	+	747	upstream	747	ANKRD19P
chr9	95571367	95571388	22	*	X1226	138649	95571893	95650975	79083	+	504	upstream	504	ANKRD19P
chr9	95571401	95571624	224	*	X1227	138649	95571893	95650975	79083	+	268	upstream	268	ANKRD19P
chr9	98278991	98279102	112	*	X1228	5727	98205264	98279247	73984	-	0	inside	144	PTCH1
chr9	98279273	98279306	34	*	X1229	5727	98205264	98279247	73984	-	25	upstream	25	PTCH1
chr9	98279443	98279463	21	*	X1230	5727	98205264	98279247	73984	-	195	upstream	195	PTCH1
chr9	100174338	100174417	80	*	X1232	23424	100174302	100258405	84104	+	0	inside	35	TDRD7
chr9	102583857	102584062	206	*	X1236	8013	102584137	102629173	45037	+	74	upstream	74	NR4A3
chr9	102584402	102584405	4	*	X1237	8013	102584137	102629173	45037	+	0	inside	264	NR4A3
chr9	103791034	103791135	102	*	X1238	54886	103791031	104087417	296387	+	0	inside	2	PLPPR1
chr9	112261944	112262399	456	*	X1241	5774	112137974	112260593	122620	-	1350	upstream	1350	PTPN3
chr9	115652953	115653416	464	*	X1242	57864	115641200	115653193	11994	-	0	overlapStart	0	SLC46A2
chr9	117373442	117373563	122	*	X1245	203197	117373706	117408703	34998	+	142	upstream	142	TMEM268
chr9	123836809	123836820	12	*	X1246	11064	123837242	123939886	102645	+	421	upstream	421	CNTRL
chr9	124262126	124262244	119	*	X1248	2681	124207269	124262306	55038	-	0	inside	61	GGTA1
chr9	124990957	124991026	70	*	X1253	26468	124964856	124991091	26236	-	0	inside	64	LHX6
chr9	129376099	129376230	132	*	X1255	4010	129376722	129463311	86590	+	491	upstream	491	LMX1B
chr9	131872844	131872855	12	*	X1258	1384	131857073	131873070	15998	-	0	inside	214	CRAT
chr9	131872844	131872855	12	*	X1258	5524	131873228	131911225	37998	+	372	upstream	372	PTPA
chr9	131940013	131940324	312	*	X1259	389792	131937831	131940540	2710	-	0	inside	215	IER5L
chr9	132428041	132428060	20	*	X1261	51450	132427920	132484951	57032	+	0	inside	120	PRRX2
chr9	133814319	133814749	431	*	X1264	84929	133777825	133814455	36631	-	0	overlapStart	0	FIBCD1
chr9	134151898	134151992	95	*	X1265	286336	134133465	134151906	18442	-	0	overlapStart	0	FAM78A
chr9	135457553	135457804	252	*	X1272	56751	135457993	135465640	7648	+	188	upstream	188	BARHL1
chr9	139948215	139948457	243	*	X1278	954	139942551	139948503	5953	-	0	inside	45	ENTPD2
chr9	139948557	139948573	17	*	X1279	954	139942551	139948503	5953	-	53	upstream	53	ENTPD2
chr9	139948585	139948626	42	*	X1280	954	139942551	139948503	5953	-	81	upstream	81	ENTPD2
chr9	139948638	139948756	119	*	X1281	954	139942551	139948503	5953	-	134	upstream	134	ENTPD2
chr9	139971891	139972167	277	*	X1282	91373	139971953	139978990	7038	+	0	overlapStart	0	UAP1L1
chr9	139972181	139972402	222	*	X1283	91373	139971953	139978990	7038	+	0	inside	227	UAP1L1
